DATAFLOW,LAST UPDATE,freq,itm_newa,geo,TIME_PERIOD,OBS_VALUE,OBS_FLAG,CONF_STATUS
ESTAT:AACT_ALI01(1.0),11/02/26 23:00:00,A,40000,AT,1990,228.24,,
ESTAT:AACT_ALI01(1.0),11/02/26 23:00:00,A,40000,AT,1991,228.96,,
ESTAT:AACT_ALI01(1.0),11/02/26 23:00:00,A,40000,AT,1992,218.20,,
ESTAT:AACT_ALI01(1.0),11/02/26 23:00:00,A,40000,AT,1993,208.72,,
ESTAT:AACT_ALI01(1.0),11/02/26 23:00:00,A,40000,AT,1994,199.55,,
ESTAT:AACT_ALI01(1.0),11/02/26 23:00:00,A,40000,AT,1995,188.62,,
ESTAT:AACT_ALI01(1.0),11/02/26 23:00:00,A,40000,AT,1996,179.70,,
ESTAT:AACT_ALI01(1.0),11/02/26 23:00:00,A,40000,AT,1997,177.28,,
ESTAT:AACT_ALI01(1.0),11/02/26 23:00:00,A,40000,AT,1998,171.82,,
ESTAT:AACT_ALI01(1.0),11/02/26 23:00:00,A,40000,AT,1999,169.41,,
ESTAT:AACT_ALI01(1.0),11/02/26 23:00:00,A,40000,AT,2000,165.43,,
ESTAT:AACT_ALI01(1.0),11/02/26 23:00:00,A,40000,AT,2001,161.54,,
ESTAT:AACT_ALI01(1.0),11/02/26 23:00:00,A,40000,AT,2002,158.29,,
ESTAT:AACT_ALI01(1.0),11/02/26 23:00:00,A,40000,AT,2003,154.59,,
ESTAT:AACT_ALI01(1.0),11/02/26 23:00:00,A,40000,AT,2004,151.41,,
ESTAT:AACT_ALI01(1.0),11/02/26 23:00:00,A,40000,AT,2005,146.56,,
ESTAT:AACT_ALI01(1.0),11/02/26 23:00:00,A,40000,AT,2006,139.51,,
ESTAT:AACT_ALI01(1.0),11/02/26 23:00:00,A,40000,AT,2007,135.99,,
ESTAT:AACT_ALI01(1.0),11/02/26 23:00:00,A,40000,AT,2008,132.60,,
ESTAT:AACT_ALI01(1.0),11/02/26 23:00:00,A,40000,AT,2009,131.34,,
ESTAT:AACT_ALI01(1.0),11/02/26 23:00:00,A,40000,AT,2010,127.94,,
ESTAT:AACT_ALI01(1.0),11/02/26 23:00:00,A,40000,AT,2011,127.46,,
ESTAT:AACT_ALI01(1.0),11/02/26 23:00:00,A,40000,AT,2012,127.59,,
ESTAT:AACT_ALI01(1.0),11/02/26 23:00:00,A,40000,AT,2013,125.67,,
ESTAT:AACT_ALI01(1.0),11/02/26 23:00:00,A,40000,AT,2014,124.90,,
ESTAT:AACT_ALI01(1.0),11/02/26 23:00:00,A,40000,AT,2015,123.78,,
ESTAT:AACT_ALI01(1.0),11/02/26 23:00:00,A,40000,AT,2016,121.07,,
ESTAT:AACT_ALI01(1.0),11/02/26 23:00:00,A,40000,AT,2017,121.82,,
ESTAT:AACT_ALI01(1.0),11/02/26 23:00:00,A,40000,AT,2018,121.30,,
ESTAT:AACT_ALI01(1.0),11/02/26 23:00:00,A,40000,AT,2019,120.31,,
ESTAT:AACT_ALI01(1.0),11/02/26 23:00:00,A,40000,AT,2020,121.61,,
ESTAT:AACT_ALI01(1.0),11/02/26 23:00:00,A,40000,AT,2021,122.47,,
ESTAT:AACT_ALI01(1.0),11/02/26 23:00:00,A,40000,AT,2022,120.50,,
ESTAT:AACT_ALI01(1.0),11/02/26 23:00:00,A,40000,AT,2023,118.62,,
ESTAT:AACT_ALI01(1.0),11/02/26 23:00:00,A,40000,AT,2024,115.87,,
ESTAT:AACT_ALI01(1.0),11/02/26 23:00:00,A,40000,AT,2025,114.72,e,
ESTAT:AACT_ALI01(1.0),11/02/26 23:00:00,A,40000,BE,1973,155.80,,
ESTAT:AACT_ALI01(1.0),11/02/26 23:00:00,A,40000,BE,1974,149.90,,
ESTAT:AACT_ALI01(1.0),11/02/26 23:00:00,A,40000,BE,1975,143.60,,
ESTAT:AACT_ALI01(1.0),11/02/26 23:00:00,A,40000,BE,1976,136.20,,
ESTAT:AACT_ALI01(1.0),11/02/26 23:00:00,A,40000,BE,1977,130.30,,
ESTAT:AACT_ALI01(1.0),11/02/26 23:00:00,A,40000,BE,1978,126.00,,
ESTAT:AACT_ALI01(1.0),11/02/26 23:00:00,A,40000,BE,1979,125.10,,
ESTAT:AACT_ALI01(1.0),11/02/26 23:00:00,A,40000,BE,1980,119.40,,
ESTAT:AACT_ALI01(1.0),11/02/26 23:00:00,A,40000,BE,1981,115.10,,
ESTAT:AACT_ALI01(1.0),11/02/26 23:00:00,A,40000,BE,1982,112.90,,
ESTAT:AACT_ALI01(1.0),11/02/26 23:00:00,A,40000,BE,1983,112.20,,
ESTAT:AACT_ALI01(1.0),11/02/26 23:00:00,A,40000,BE,1984,111.30,,
ESTAT:AACT_ALI01(1.0),11/02/26 23:00:00,A,40000,BE,1985,108.70,,
ESTAT:AACT_ALI01(1.0),11/02/26 23:00:00,A,40000,BE,1986,107.20,,
ESTAT:AACT_ALI01(1.0),11/02/26 23:00:00,A,40000,BE,1987,103.90,,
ESTAT:AACT_ALI01(1.0),11/02/26 23:00:00,A,40000,BE,1988,100.80,,
ESTAT:AACT_ALI01(1.0),11/02/26 23:00:00,A,40000,BE,1989,98.50,,
ESTAT:AACT_ALI01(1.0),11/02/26 23:00:00,A,40000,BE,1990,96.60,,
ESTAT:AACT_ALI01(1.0),11/02/26 23:00:00,A,40000,BE,1991,94.30,,
ESTAT:AACT_ALI01(1.0),11/02/26 23:00:00,A,40000,BE,1992,90.20,,
ESTAT:AACT_ALI01(1.0),11/02/26 23:00:00,A,40000,BE,1993,87.80,,
ESTAT:AACT_ALI01(1.0),11/02/26 23:00:00,A,40000,BE,1994,85.60,,
ESTAT:AACT_ALI01(1.0),11/02/26 23:00:00,A,40000,BE,1995,84.00,,
ESTAT:AACT_ALI01(1.0),11/02/26 23:00:00,A,40000,BE,1996,80.00,,
ESTAT:AACT_ALI01(1.0),11/02/26 23:00:00,A,40000,BE,1997,79.60,,
ESTAT:AACT_ALI01(1.0),11/02/26 23:00:00,A,40000,BE,1998,77.10,,
ESTAT:AACT_ALI01(1.0),11/02/26 23:00:00,A,40000,BE,1999,75.70,,
ESTAT:AACT_ALI01(1.0),11/02/26 23:00:00,A,40000,BE,2000,74.80,,
ESTAT:AACT_ALI01(1.0),11/02/26 23:00:00,A,40000,BE,2001,75.14,,
ESTAT:AACT_ALI01(1.0),11/02/26 23:00:00,A,40000,BE,2002,74.77,,
ESTAT:AACT_ALI01(1.0),11/02/26 23:00:00,A,40000,BE,2003,72.90,,
ESTAT:AACT_ALI01(1.0),11/02/26 23:00:00,A,40000,BE,2004,71.91,,
ESTAT:AACT_ALI01(1.0),11/02/26 23:00:00,A,40000,BE,2005,70.02,,
ESTAT:AACT_ALI01(1.0),11/02/26 23:00:00,A,40000,BE,2006,67.98,,
ESTAT:AACT_ALI01(1.0),11/02/26 23:00:00,A,40000,BE,2007,66.02,,
ESTAT:AACT_ALI01(1.0),11/02/26 23:00:00,A,40000,BE,2008,64.89,,
ESTAT:AACT_ALI01(1.0),11/02/26 23:00:00,A,40000,BE,2009,63.04,,
ESTAT:AACT_ALI01(1.0),11/02/26 23:00:00,A,40000,BE,2010,61.88,,
ESTAT:AACT_ALI01(1.0),11/02/26 23:00:00,A,40000,BE,2011,57.61,,
ESTAT:AACT_ALI01(1.0),11/02/26 23:00:00,A,40000,BE,2012,58.34,,
ESTAT:AACT_ALI01(1.0),11/02/26 23:00:00,A,40000,BE,2013,57.90,,
ESTAT:AACT_ALI01(1.0),11/02/26 23:00:00,A,40000,BE,2014,56.84,,
ESTAT:AACT_ALI01(1.0),11/02/26 23:00:00,A,40000,BE,2015,57.12,,
ESTAT:AACT_ALI01(1.0),11/02/26 23:00:00,A,40000,BE,2016,55.35,,
ESTAT:AACT_ALI01(1.0),11/02/26 23:00:00,A,40000,BE,2017,54.28,,
ESTAT:AACT_ALI01(1.0),11/02/26 23:00:00,A,40000,BE,2018,54.00,,
ESTAT:AACT_ALI01(1.0),11/02/26 23:00:00,A,40000,BE,2019,53.35,,
ESTAT:AACT_ALI01(1.0),11/02/26 23:00:00,A,40000,BE,2020,52.21,,
ESTAT:AACT_ALI01(1.0),11/02/26 23:00:00,A,40000,BE,2021,52.31,,
ESTAT:AACT_ALI01(1.0),11/02/26 23:00:00,A,40000,BE,2022,51.57,,
ESTAT:AACT_ALI01(1.0),11/02/26 23:00:00,A,40000,BE,2023,49.80,,
ESTAT:AACT_ALI01(1.0),11/02/26 23:00:00,A,40000,BE,2024,49.39,,
ESTAT:AACT_ALI01(1.0),11/02/26 23:00:00,A,40000,BE,2025,49.39,e,
ESTAT:AACT_ALI01(1.0),11/02/26 23:00:00,A,40000,BG,2000,770.80,,
ESTAT:AACT_ALI01(1.0),11/02/26 23:00:00,A,40000,BG,2001,739.60,,
ESTAT:AACT_ALI01(1.0),11/02/26 23:00:00,A,40000,BG,2002,791.60,,
ESTAT:AACT_ALI01(1.0),11/02/26 23:00:00,A,40000,BG,2003,791.60,,
ESTAT:AACT_ALI01(1.0),11/02/26 23:00:00,A,40000,BG,2004,712.40,,
ESTAT:AACT_ALI01(1.0),11/02/26 23:00:00,A,40000,BG,2005,626.40,,
ESTAT:AACT_ALI01(1.0),11/02/26 23:00:00,A,40000,BG,2006,563.50,,
ESTAT:AACT_ALI01(1.0),11/02/26 23:00:00,A,40000,BG,2007,494.40,,
ESTAT:AACT_ALI01(1.0),11/02/26 23:00:00,A,40000,BG,2008,465.10,,
ESTAT:AACT_ALI01(1.0),11/02/26 23:00:00,A,40000,BG,2009,435.80,,
ESTAT:AACT_ALI01(1.0),11/02/26 23:00:00,A,40000,BG,2010,406.50,,
ESTAT:AACT_ALI01(1.0),11/02/26 23:00:00,A,40000,BG,2011,375.80,,
ESTAT:AACT_ALI01(1.0),11/02/26 23:00:00,A,40000,BG,2012,347.40,,
ESTAT:AACT_ALI01(1.0),11/02/26 23:00:00,A,40000,BG,2013,321.20,,
ESTAT:AACT_ALI01(1.0),11/02/26 23:00:00,A,40000,BG,2014,296.40,,
ESTAT:AACT_ALI01(1.0),11/02/26 23:00:00,A,40000,BG,2015,274.30,,
ESTAT:AACT_ALI01(1.0),11/02/26 23:00:00,A,40000,BG,2016,253.90,,
ESTAT:AACT_ALI01(1.0),11/02/26 23:00:00,A,40000,BG,2017,235.90,,
ESTAT:AACT_ALI01(1.0),11/02/26 23:00:00,A,40000,BG,2018,217.90,,
ESTAT:AACT_ALI01(1.0),11/02/26 23:00:00,A,40000,BG,2019,199.90,,
ESTAT:AACT_ALI01(1.0),11/02/26 23:00:00,A,40000,BG,2020,181.90,,
ESTAT:AACT_ALI01(1.0),11/02/26 23:00:00,A,40000,BG,2021,175.10,,
ESTAT:AACT_ALI01(1.0),11/02/26 23:00:00,A,40000,BG,2022,169.20,,
ESTAT:AACT_ALI01(1.0),11/02/26 23:00:00,A,40000,BG,2023,161.40,,
ESTAT:AACT_ALI01(1.0),11/02/26 23:00:00,A,40000,BG,2024,156.80,,
ESTAT:AACT_ALI01(1.0),11/02/26 23:00:00,A,40000,BG,2025,152.70,e,
ESTAT:AACT_ALI01(1.0),11/02/26 23:00:00,A,40000,CH,1985,139.22,,
ESTAT:AACT_ALI01(1.0),11/02/26 23:00:00,A,40000,CH,1986,138.17,,
ESTAT:AACT_ALI01(1.0),11/02/26 23:00:00,A,40000,CH,1987,136.51,,
ESTAT:AACT_ALI01(1.0),11/02/26 23:00:00,A,40000,CH,1988,135.09,,
ESTAT:AACT_ALI01(1.0),11/02/26 23:00:00,A,40000,CH,1989,133.71,,
ESTAT:AACT_ALI01(1.0),11/02/26 23:00:00,A,40000,CH,1990,132.52,,
ESTAT:AACT_ALI01(1.0),11/02/26 23:00:00,A,40000,CH,1991,131.67,,
ESTAT:AACT_ALI01(1.0),11/02/26 23:00:00,A,40000,CH,1992,128.84,,
ESTAT:AACT_ALI01(1.0),11/02/26 23:00:00,A,40000,CH,1993,125.38,,
ESTAT:AACT_ALI01(1.0),11/02/26 23:00:00,A,40000,CH,1994,122.39,,
ESTAT:AACT_ALI01(1.0),11/02/26 23:00:00,A,40000,CH,1995,119.51,,
ESTAT:AACT_ALI01(1.0),11/02/26 23:00:00,A,40000,CH,1996,116.49,,
ESTAT:AACT_ALI01(1.0),11/02/26 23:00:00,A,40000,CH,1997,113.47,,
ESTAT:AACT_ALI01(1.0),11/02/26 23:00:00,A,40000,CH,1998,110.66,,
ESTAT:AACT_ALI01(1.0),11/02/26 23:00:00,A,40000,CH,1999,109.28,,
ESTAT:AACT_ALI01(1.0),11/02/26 23:00:00,A,40000,CH,2000,104.89,,
ESTAT:AACT_ALI01(1.0),11/02/26 23:00:00,A,40000,CH,2001,103.23,,
ESTAT:AACT_ALI01(1.0),11/02/26 23:00:00,A,40000,CH,2002,101.76,,
ESTAT:AACT_ALI01(1.0),11/02/26 23:00:00,A,40000,CH,2003,100.22,,
ESTAT:AACT_ALI01(1.0),11/02/26 23:00:00,A,40000,CH,2004,99.21,,
ESTAT:AACT_ALI01(1.0),11/02/26 23:00:00,A,40000,CH,2005,97.72,,
ESTAT:AACT_ALI01(1.0),11/02/26 23:00:00,A,40000,CH,2006,96.71,,
ESTAT:AACT_ALI01(1.0),11/02/26 23:00:00,A,40000,CH,2007,95.07,,
ESTAT:AACT_ALI01(1.0),11/02/26 23:00:00,A,40000,CH,2008,92.96,,
ESTAT:AACT_ALI01(1.0),11/02/26 23:00:00,A,40000,CH,2009,92.23,,
ESTAT:AACT_ALI01(1.0),11/02/26 23:00:00,A,40000,CH,2010,91.47,,
ESTAT:AACT_ALI01(1.0),11/02/26 23:00:00,A,40000,CH,2011,90.43,,
ESTAT:AACT_ALI01(1.0),11/02/26 23:00:00,A,40000,CH,2012,89.75,,
ESTAT:AACT_ALI01(1.0),11/02/26 23:00:00,A,40000,CH,2013,88.65,,
ESTAT:AACT_ALI01(1.0),11/02/26 23:00:00,A,40000,CH,2014,88.49,,
ESTAT:AACT_ALI01(1.0),11/02/26 23:00:00,A,40000,CH,2015,87.94,,
ESTAT:AACT_ALI01(1.0),11/02/26 23:00:00,A,40000,CH,2016,86.09,,
ESTAT:AACT_ALI01(1.0),11/02/26 23:00:00,A,40000,CH,2017,86.24,,
ESTAT:AACT_ALI01(1.0),11/02/26 23:00:00,A,40000,CH,2018,85.01,,
ESTAT:AACT_ALI01(1.0),11/02/26 23:00:00,A,40000,CH,2019,84.43,,
ESTAT:AACT_ALI01(1.0),11/02/26 23:00:00,A,40000,CH,2020,83.08,,
ESTAT:AACT_ALI01(1.0),11/02/26 23:00:00,A,40000,CH,2021,80.97,,
ESTAT:AACT_ALI01(1.0),11/02/26 23:00:00,A,40000,CH,2022,82.85,,
ESTAT:AACT_ALI01(1.0),11/02/26 23:00:00,A,40000,CH,2023,81.61,,
ESTAT:AACT_ALI01(1.0),11/02/26 23:00:00,A,40000,CH,2024,80.61,,
ESTAT:AACT_ALI01(1.0),11/02/26 23:00:00,A,40000,CH,2025,79.99,e,
ESTAT:AACT_ALI01(1.0),11/02/26 23:00:00,A,40000,CY,2003,30.62,,
ESTAT:AACT_ALI01(1.0),11/02/26 23:00:00,A,40000,CY,2004,30.40,,
ESTAT:AACT_ALI01(1.0),11/02/26 23:00:00,A,40000,CY,2005,28.70,,
ESTAT:AACT_ALI01(1.0),11/02/26 23:00:00,A,40000,CY,2006,27.30,,
ESTAT:AACT_ALI01(1.0),11/02/26 23:00:00,A,40000,CY,2007,25.90,,
ESTAT:AACT_ALI01(1.0),11/02/26 23:00:00,A,40000,CY,2008,22.43,,
ESTAT:AACT_ALI01(1.0),11/02/26 23:00:00,A,40000,CY,2009,22.54,,
ESTAT:AACT_ALI01(1.0),11/02/26 23:00:00,A,40000,CY,2010,20.27,,
ESTAT:AACT_ALI01(1.0),11/02/26 23:00:00,A,40000,CY,2011,20.18,,
ESTAT:AACT_ALI01(1.0),11/02/26 23:00:00,A,40000,CY,2012,19.90,,
ESTAT:AACT_ALI01(1.0),11/02/26 23:00:00,A,40000,CY,2013,18.45,,
ESTAT:AACT_ALI01(1.0),11/02/26 23:00:00,A,40000,CY,2014,17.38,,
ESTAT:AACT_ALI01(1.0),11/02/26 23:00:00,A,40000,CY,2015,17.12,,
ESTAT:AACT_ALI01(1.0),11/02/26 23:00:00,A,40000,CY,2016,18.26,,
ESTAT:AACT_ALI01(1.0),11/02/26 23:00:00,A,40000,CY,2017,17.59,,
ESTAT:AACT_ALI01(1.0),11/02/26 23:00:00,A,40000,CY,2018,16.31,,
ESTAT:AACT_ALI01(1.0),11/02/26 23:00:00,A,40000,CY,2019,21.31,,
ESTAT:AACT_ALI01(1.0),11/02/26 23:00:00,A,40000,CY,2020,19.13,,
ESTAT:AACT_ALI01(1.0),11/02/26 23:00:00,A,40000,CY,2021,19.17,,
ESTAT:AACT_ALI01(1.0),11/02/26 23:00:00,A,40000,CY,2022,18.64,,
ESTAT:AACT_ALI01(1.0),11/02/26 23:00:00,A,40000,CY,2023,18.73,,
ESTAT:AACT_ALI01(1.0),11/02/26 23:00:00,A,40000,CY,2024,18.96,,
ESTAT:AACT_ALI01(1.0),11/02/26 23:00:00,A,40000,CY,2025,19.14,e,
ESTAT:AACT_ALI01(1.0),11/02/26 23:00:00,A,40000,CZ,1998,192.81,,
ESTAT:AACT_ALI01(1.0),11/02/26 23:00:00,A,40000,CZ,1999,176.98,,
ESTAT:AACT_ALI01(1.0),11/02/26 23:00:00,A,40000,CZ,2000,166.37,,
ESTAT:AACT_ALI01(1.0),11/02/26 23:00:00,A,40000,CZ,2001,163.87,,
ESTAT:AACT_ALI01(1.0),11/02/26 23:00:00,A,40000,CZ,2002,161.41,,
ESTAT:AACT_ALI01(1.0),11/02/26 23:00:00,A,40000,CZ,2003,150.48,,
ESTAT:AACT_ALI01(1.0),11/02/26 23:00:00,A,40000,CZ,2004,144.86,,
ESTAT:AACT_ALI01(1.0),11/02/26 23:00:00,A,40000,CZ,2005,139.24,,
ESTAT:AACT_ALI01(1.0),11/02/26 23:00:00,A,40000,CZ,2006,133.13,,
ESTAT:AACT_ALI01(1.0),11/02/26 23:00:00,A,40000,CZ,2007,127.02,,
ESTAT:AACT_ALI01(1.0),11/02/26 23:00:00,A,40000,CZ,2008,120.66,,
ESTAT:AACT_ALI01(1.0),11/02/26 23:00:00,A,40000,CZ,2009,114.63,,
ESTAT:AACT_ALI01(1.0),11/02/26 23:00:00,A,40000,CZ,2010,108.81,,
ESTAT:AACT_ALI01(1.0),11/02/26 23:00:00,A,40000,CZ,2011,106.20,,
ESTAT:AACT_ALI01(1.0),11/02/26 23:00:00,A,40000,CZ,2012,105.80,,
ESTAT:AACT_ALI01(1.0),11/02/26 23:00:00,A,40000,CZ,2013,105.10,,
ESTAT:AACT_ALI01(1.0),11/02/26 23:00:00,A,40000,CZ,2014,104.90,,
ESTAT:AACT_ALI01(1.0),11/02/26 23:00:00,A,40000,CZ,2015,104.80,,
ESTAT:AACT_ALI01(1.0),11/02/26 23:00:00,A,40000,CZ,2016,104.48,,
ESTAT:AACT_ALI01(1.0),11/02/26 23:00:00,A,40000,CZ,2017,104.60,,
ESTAT:AACT_ALI01(1.0),11/02/26 23:00:00,A,40000,CZ,2018,104.34,,
ESTAT:AACT_ALI01(1.0),11/02/26 23:00:00,A,40000,CZ,2019,102.02,,
ESTAT:AACT_ALI01(1.0),11/02/26 23:00:00,A,40000,CZ,2020,95.37,,
ESTAT:AACT_ALI01(1.0),11/02/26 23:00:00,A,40000,CZ,2021,94.77,,
ESTAT:AACT_ALI01(1.0),11/02/26 23:00:00,A,40000,CZ,2022,93.93,,
ESTAT:AACT_ALI01(1.0),11/02/26 23:00:00,A,40000,CZ,2023,95.18,,
ESTAT:AACT_ALI01(1.0),11/02/26 23:00:00,A,40000,CZ,2024,95.42,,
ESTAT:AACT_ALI01(1.0),11/02/26 23:00:00,A,40000,CZ,2025,95.42,e,
ESTAT:AACT_ALI01(1.0),11/02/26 23:00:00,A,40000,DE,1991,1137.84,,
ESTAT:AACT_ALI01(1.0),11/02/26 23:00:00,A,40000,DE,1992,956.80,,
ESTAT:AACT_ALI01(1.0),11/02/26 23:00:00,A,40000,DE,1993,891.23,,
ESTAT:AACT_ALI01(1.0),11/02/26 23:00:00,A,40000,DE,1994,833.97,,
ESTAT:AACT_ALI01(1.0),11/02/26 23:00:00,A,40000,DE,1995,792.03,,
ESTAT:AACT_ALI01(1.0),11/02/26 23:00:00,A,40000,DE,1996,762.11,,
ESTAT:AACT_ALI01(1.0),11/02/26 23:00:00,A,40000,DE,1997,739.94,,
ESTAT:AACT_ALI01(1.0),11/02/26 23:00:00,A,40000,DE,1998,727.40,,
ESTAT:AACT_ALI01(1.0),11/02/26 23:00:00,A,40000,DE,1999,714.74,,
ESTAT:AACT_ALI01(1.0),11/02/26 23:00:00,A,40000,DE,2000,684.70,,
ESTAT:AACT_ALI01(1.0),11/02/26 23:00:00,A,40000,DE,2001,658.91,,
ESTAT:AACT_ALI01(1.0),11/02/26 23:00:00,A,40000,DE,2002,632.47,,
ESTAT:AACT_ALI01(1.0),11/02/26 23:00:00,A,40000,DE,2003,610.30,,
ESTAT:AACT_ALI01(1.0),11/02/26 23:00:00,A,40000,DE,2004,592.00,,
ESTAT:AACT_ALI01(1.0),11/02/26 23:00:00,A,40000,DE,2005,582.60,,
ESTAT:AACT_ALI01(1.0),11/02/26 23:00:00,A,40000,DE,2006,568.00,,
ESTAT:AACT_ALI01(1.0),11/02/26 23:00:00,A,40000,DE,2007,554.20,,
ESTAT:AACT_ALI01(1.0),11/02/26 23:00:00,A,40000,DE,2008,543.08,,
ESTAT:AACT_ALI01(1.0),11/02/26 23:00:00,A,40000,DE,2009,532.18,,
ESTAT:AACT_ALI01(1.0),11/02/26 23:00:00,A,40000,DE,2010,521.52,,
ESTAT:AACT_ALI01(1.0),11/02/26 23:00:00,A,40000,DE,2011,517.55,,
ESTAT:AACT_ALI01(1.0),11/02/26 23:00:00,A,40000,DE,2012,513.60,,
ESTAT:AACT_ALI01(1.0),11/02/26 23:00:00,A,40000,DE,2013,503.00,,
ESTAT:AACT_ALI01(1.0),11/02/26 23:00:00,A,40000,DE,2014,504.00,,
ESTAT:AACT_ALI01(1.0),11/02/26 23:00:00,A,40000,DE,2015,496.00,,
ESTAT:AACT_ALI01(1.0),11/02/26 23:00:00,A,40000,DE,2016,480.00,,
ESTAT:AACT_ALI01(1.0),11/02/26 23:00:00,A,40000,DE,2017,477.60,,
ESTAT:AACT_ALI01(1.0),11/02/26 23:00:00,A,40000,DE,2018,474.00,,
ESTAT:AACT_ALI01(1.0),11/02/26 23:00:00,A,40000,DE,2019,471.00,,
ESTAT:AACT_ALI01(1.0),11/02/26 23:00:00,A,40000,DE,2020,469.00,,
ESTAT:AACT_ALI01(1.0),11/02/26 23:00:00,A,40000,DE,2021,468.00,,
ESTAT:AACT_ALI01(1.0),11/02/26 23:00:00,A,40000,DE,2022,463.83,,
ESTAT:AACT_ALI01(1.0),11/02/26 23:00:00,A,40000,DE,2023,463.74,,
ESTAT:AACT_ALI01(1.0),11/02/26 23:00:00,A,40000,DE,2024,453.19,,
ESTAT:AACT_ALI01(1.0),11/02/26 23:00:00,A,40000,DE,2025,449.21,e,
ESTAT:AACT_ALI01(1.0),11/02/26 23:00:00,A,40000,DK,1973,197.61,,
ESTAT:AACT_ALI01(1.0),11/02/26 23:00:00,A,40000,DK,1974,183.95,,
ESTAT:AACT_ALI01(1.0),11/02/26 23:00:00,A,40000,DK,1975,175.56,,
ESTAT:AACT_ALI01(1.0),11/02/26 23:00:00,A,40000,DK,1976,170.01,,
ESTAT:AACT_ALI01(1.0),11/02/26 23:00:00,A,40000,DK,1977,163.32,,
ESTAT:AACT_ALI01(1.0),11/02/26 23:00:00,A,40000,DK,1978,157.01,,
ESTAT:AACT_ALI01(1.0),11/02/26 23:00:00,A,40000,DK,1979,150.71,,
ESTAT:AACT_ALI01(1.0),11/02/26 23:00:00,A,40000,DK,1980,143.60,,
ESTAT:AACT_ALI01(1.0),11/02/26 23:00:00,A,40000,DK,1981,137.10,,
ESTAT:AACT_ALI01(1.0),11/02/26 23:00:00,A,40000,DK,1982,129.10,,
ESTAT:AACT_ALI01(1.0),11/02/26 23:00:00,A,40000,DK,1983,127.70,,
ESTAT:AACT_ALI01(1.0),11/02/26 23:00:00,A,40000,DK,1984,124.30,,
ESTAT:AACT_ALI01(1.0),11/02/26 23:00:00,A,40000,DK,1985,119.80,,
ESTAT:AACT_ALI01(1.0),11/02/26 23:00:00,A,40000,DK,1986,115.50,,
ESTAT:AACT_ALI01(1.0),11/02/26 23:00:00,A,40000,DK,1987,111.10,,
ESTAT:AACT_ALI01(1.0),11/02/26 23:00:00,A,40000,DK,1988,104.80,,
ESTAT:AACT_ALI01(1.0),11/02/26 23:00:00,A,40000,DK,1989,103.58,,
ESTAT:AACT_ALI01(1.0),11/02/26 23:00:00,A,40000,DK,1990,104.76,,
ESTAT:AACT_ALI01(1.0),11/02/26 23:00:00,A,40000,DK,1991,101.32,,
ESTAT:AACT_ALI01(1.0),11/02/26 23:00:00,A,40000,DK,1992,99.04,,
ESTAT:AACT_ALI01(1.0),11/02/26 23:00:00,A,40000,DK,1993,97.73,,
ESTAT:AACT_ALI01(1.0),11/02/26 23:00:00,A,40000,DK,1994,92.82,,
ESTAT:AACT_ALI01(1.0),11/02/26 23:00:00,A,40000,DK,1995,89.50,,
ESTAT:AACT_ALI01(1.0),11/02/26 23:00:00,A,40000,DK,1996,88.37,,
ESTAT:AACT_ALI01(1.0),11/02/26 23:00:00,A,40000,DK,1997,86.05,,
ESTAT:AACT_ALI01(1.0),11/02/26 23:00:00,A,40000,DK,1998,82.03,,
ESTAT:AACT_ALI01(1.0),11/02/26 23:00:00,A,40000,DK,1999,77.93,,
ESTAT:AACT_ALI01(1.0),11/02/26 23:00:00,A,40000,DK,2000,75.54,,
ESTAT:AACT_ALI01(1.0),11/02/26 23:00:00,A,40000,DK,2001,75.79,,
ESTAT:AACT_ALI01(1.0),11/02/26 23:00:00,A,40000,DK,2002,72.18,,
ESTAT:AACT_ALI01(1.0),11/02/26 23:00:00,A,40000,DK,2003,69.99,,
ESTAT:AACT_ALI01(1.0),11/02/26 23:00:00,A,40000,DK,2004,66.90,,
ESTAT:AACT_ALI01(1.0),11/02/26 23:00:00,A,40000,DK,2005,62.90,,
ESTAT:AACT_ALI01(1.0),11/02/26 23:00:00,A,40000,DK,2006,60.90,,
ESTAT:AACT_ALI01(1.0),11/02/26 23:00:00,A,40000,DK,2007,58.80,,
ESTAT:AACT_ALI01(1.0),11/02/26 23:00:00,A,40000,DK,2008,58.10,,
ESTAT:AACT_ALI01(1.0),11/02/26 23:00:00,A,40000,DK,2009,55.10,,
ESTAT:AACT_ALI01(1.0),11/02/26 23:00:00,A,40000,DK,2010,54.20,,
ESTAT:AACT_ALI01(1.0),11/02/26 23:00:00,A,40000,DK,2011,52.06,,
ESTAT:AACT_ALI01(1.0),11/02/26 23:00:00,A,40000,DK,2012,52.46,,
ESTAT:AACT_ALI01(1.0),11/02/26 23:00:00,A,40000,DK,2013,52.71,,
ESTAT:AACT_ALI01(1.0),11/02/26 23:00:00,A,40000,DK,2014,54.09,,
ESTAT:AACT_ALI01(1.0),11/02/26 23:00:00,A,40000,DK,2015,54.68,,
ESTAT:AACT_ALI01(1.0),11/02/26 23:00:00,A,40000,DK,2016,54.98,,
ESTAT:AACT_ALI01(1.0),11/02/26 23:00:00,A,40000,DK,2017,54.79,,
ESTAT:AACT_ALI01(1.0),11/02/26 23:00:00,A,40000,DK,2018,53.79,,
ESTAT:AACT_ALI01(1.0),11/02/26 23:00:00,A,40000,DK,2019,53.01,,
